car_type,year,price,km,photo_url,prediccion
TESLA - MODEL X,2020,53500,93000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/c522a748-8e1b-4aab-98c7-77176ab383c5?rule=hw396_70,bueno
TESLA - MODEL 3,2020,27900,87000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/50106f40-af0c-44e6-bb04-6dd6dd0d80b3?rule=hw396_70,malo
TESLA - MODEL 3,2020,19990,120000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/e987d8d8-a777-4458-b028-d9d39e17a349?rule=hw396_70,bueno
TESLA - MODEL X,2016,33900,206000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/119e0e5c-079a-4689-ae5c-a52cdfe0e1b3?rule=hw396_70,bueno
TESLA - MODEL S,2017,70000,177000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/fc3a60b4-2b31-4b73-a12e-874ebfe707b1?rule=hw396_70,malo
TESLA - MODEL X,2021,33800,85500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/a3fa2e96-e213-4e31-aff9-37e9794c50f4?rule=hw396_70,bueno
TESLA - MODEL 3,2021,30900,35505,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/87ab34a7-0d35-43c6-be6e-c03b19258e63?rule=hw396_70,bueno
TESLA - MODEL X,2018,38900,87000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/58075724-051c-4bb6-8f42-2a5981e54ff0?rule=hw396_70,bueno
TESLA - MODEL 3,2023,32500,43000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/3db309e7-1fad-42d7-a567-256effc4274f?rule=hw396_70,malo
TESLA - MODEL 3,2020,28690,29732,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/68614b1a-21e2-49e6-ab6e-86965a92ce76?rule=hw396_70,bueno
TESLA - MODEL 3,2022,29890,39398,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/188debde-5219-474b-84ea-7f5b0b476ce0?rule=hw396_70,bueno
AUDI - A3,2013,9500,191000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/7b1da8a8-cfe7-4b4a-880e-2147fac11589?rule=hw396_70,bueno
AUDI - Q3,2020,35500,99995,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/6e271990-ee5d-4376-b4b3-beb6cee6d12b?rule=hw396_70,neutral
AUDI - Q3,2020,31990,119000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/a58aad39-79f0-497a-9363-16164b74795b?rule=hw396_70,bueno
AUDI - Q3,2020,37999,122500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/92e5e563-d8e7-4276-9d1a-e584b7b766b3?rule=hw396_70,neutral
AUDI - Q3,2020,33850,80000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/3302e26f-ea38-4424-aa96-7f0a521cd061?rule=hw396_70,bueno
AUDI - Q3,2021,30990,100128,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/43691a26-c515-4fa6-b41d-991f3d4e5098?rule=hw396_70,bueno
AUDI - Q3,2021,31690,33301,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/456532a3-789e-43c9-a87f-f692eeb864e6?rule=hw396_70,bueno
AUDI - A6,2024,250000,311,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/39a33f15-1820-48e3-ac48-f13f42c03be1?rule=hw396_70,neutral
AUDI - A5,2020,49990,100000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/4a9f7bbc-b32d-43ad-9658-a0d41423f846?rule=hw396_70,bueno
AUDI - A6,2021,39990,42000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/3d7e8cec-40c5-4ef6-a7f7-4445ccc41e5a?rule=hw396_70,bueno
AUDI - A6,2021,91999,78500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/91e60e38-c3f0-4c41-bf4a-3cc61ca4b86d?rule=hw396_70,neutral
AUDI - A6,2010,11500,126400,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/76c21aa5-987e-4948-8b91-8beb74ef7376?rule=hw396_70,neutral
AUDI - A3,2013,12990,183000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/1508052b-da0f-49ba-8e08-259e1ca70930?rule=hw396_70,bueno
AUDI - A3,2014,17950,127003,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/884434ef-15e6-4552-a5e8-dac709708d57?rule=hw396_70,bueno
AUDI - A3,2012,7990,181000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/6eae2ba2-58ac-4ecc-9ab0-fb2298a6b5f6?rule=hw396_70,bueno
AUDI - A5,2022,77990,76492,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/8b1fd0cd-b8e8-45c8-8180-1152aea80d50?rule=hw396_70,neutral
AUDI - A3,2016,20450,126502,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/78abb3d1-cf7b-413e-9f31-e12eea59b0f1?rule=hw396_70,bueno
AUDI - TT,2016,29990,93187,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/3dbccf97-030a-4c09-9e65-5797b014f887?rule=hw396_70,bueno
AUDI - A1,2020,19200,44425,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/3d0d6916-732e-4425-8017-2b87b93f5bc7?rule=hw396_70,bueno
AUDI - A1,2022,19390,51390,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/8c361607-0644-4046-944c-0b726fd92281?rule=hw396_70,bueno
AUDI - A3,2019,16990,117862,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/d6b84f18-cb33-42a1-b828-3529fa9c7b0c?rule=hw396_70,bueno
AUDI - A6,2023,44650,23000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/fcbeef49-e739-4e2e-bdbd-ad8be44370fd?rule=hw396_70,neutral
AUDI - A3,2023,33490,51500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/dc5291da-03f6-4db7-90ed-6e69c0186f2e?rule=hw396_70,bueno
AUDI - A3,2023,36500,36000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/65c257e0-f0f7-4022-b67e-75c042c28263?rule=hw396_70,bueno
AUDI - A4,2014,14990,106200,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/b8892b92-7a3c-4df0-b24b-b07b04513576?rule=hw396_70,bueno
AUDI - A1,2012,13999,122500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/f7978008-40e3-4e13-b944-bbfb65972cd6?rule=hw396_70,bueno
AUDI - A6,2016,17990,229000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/72dc16e6-cdf9-48d5-b887-a90ed5b71b26?rule=hw396_70,bueno
AUDI - A1,2014,12990,136000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/afc3e196-cb19-4dae-bb0b-acdb19320bbf?rule=hw396_70,bueno
AUDI - A3,2020,17999,148999,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/007d7ac5-8632-454f-84b6-8a1f8ad465c9?rule=hw396_70,bueno
AUDI - A3,2017,18950,91848,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/5a4cef8d-88b0-4a38-8022-f9b2d0addd4a?rule=hw396_70,neutral
AUDI - A3,2022,23500,72550,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/f99e47a0-5588-44ea-a874-f6670b4d1833?rule=hw396_70,neutral
AUDI - Q3,2015,22195,55000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/7b185d83-c941-4091-a800-ca3188d298ee?rule=hw396_70,bueno
AUDI - A5,2022,29999,209500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/d5c7ccff-a2d8-4685-aa1f-cf12bb9c5a9f?rule=hw396_70,neutral
AUDI - A1,2023,20890,74657,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/16d724c7-d3df-451a-8c5d-cba1f8c28f8d?rule=hw396_70,bueno
AUDI - A6,2015,21999,168000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/70896eb5-f1b9-4237-ae75-b0129cb0a8b3?rule=hw396_70,bueno
AUDI - A5,2015,16980,212384,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/f3651b4b-3dc3-425f-8222-0e3ba0ddbe80?rule=hw396_70,bueno
AUDI - A4,2016,21900,136000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/bc2b30c7-49f8-48b0-853c-55748f318b8b?rule=hw396_70,bueno
AUDI - Q3,2019,24890,134697,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/b7fe611f-d841-410c-892a-3a81913a7400?rule=hw396_70,bueno
AUDI - A4,2018,19900,103000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/6e048793-4eca-4de1-bb5a-7b9a3c8ca5a7?rule=hw396_70,bueno
AUDI - Q3,2021,31990,89990,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/5ad26450-5efd-4a04-bb0a-0562df41199a?rule=hw396_70,bueno
AUDI - A4,2022,35999,21800,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/6d7ae24e-fa1b-4f88-a65f-4d3cdd5a7b1c?rule=hw396_70,neutral
AUDI - A3,2018,44999,87500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/0e1761bc-d166-47c1-825c-9b8b5c837d71?rule=hw396_70,bueno
AUDI - Q3,2021,32400,57000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/b250c57f-4b89-432e-afa4-cb128d031dc9?rule=hw396_70,bueno
AUDI - A3,2022,64990,27310,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/1ce9b36b-4c4c-4f35-a5eb-b1a879ce39ef?rule=hw396_70,bueno
AUDI - A5,2021,35990,84233,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/dcf2244e-c94e-47d9-a313-4682809e93be?rule=hw396_70,bueno
AUDI - A5,2023,43500,20767,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/4e9ae41f-82ff-4120-bfad-c328f715c69d?rule=hw396_70,neutral
AUDI - A1,2021,22900,35404,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/21c3f604-4115-44fd-b9e2-c50a45db5fa5?rule=hw396_70,bueno
AUDI - A3,2020,43900,79479,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/7997acca-a378-4e7c-805c-01ba042b0278?rule=hw396_70,bueno
AUDI - A3,2024,76999,16500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/47bbb689-120d-4730-bcba-207b208b5826?rule=hw396_70,bueno
AUDI - A6,2018,24800,84000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/ba29f343-f81a-4479-9fc0-b1237e976704?rule=hw396_70,bueno
AUDI - A3,2018,17990,89999,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/de88d185-5f07-44e0-9fc3-4fae025fa124?rule=hw396_70,bueno
AUDI - A4,2020,24490,100017,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/a2afb7fa-d0a4-4daf-b4c5-593aa9d8b1cc?rule=hw396_70,bueno
AUDI - A1,2017,16999,149850,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/e5251d5c-d194-4f4b-9158-6bd72ce3fd30?rule=hw396_70,bueno
AUDI - A3,2022,27390,70566,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/e92b33ad-1a16-4573-bdc1-bc8f21177891?rule=hw396_70,bueno
AUDI - A5,2013,40995,86000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/8499de7c-8abb-4e6d-9c0c-ff9858f06ccb?rule=hw396_70,bueno
AUDI - A3,2020,43900,79479,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/7997acca-a378-4e7c-805c-01ba042b0278?rule=hw396_70,bueno
AUDI - A3,2024,76999,16500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/47bbb689-120d-4730-bcba-207b208b5826?rule=hw396_70,bueno
AUDI - A3,2015,15990,78521,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/e517811f-06ee-44c2-a43e-931426645950?rule=hw396_70,bueno
AUDI - A3,2018,17990,89999,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/de88d185-5f07-44e0-9fc3-4fae025fa124?rule=hw396_70,bueno
AUDI - A4,2020,24490,100017,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/a2afb7fa-d0a4-4daf-b4c5-593aa9d8b1cc?rule=hw396_70,bueno
AUDI - A3,2024,67970,19088,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/efdc4763-4463-415e-a5be-0ffbb8c82f2b?rule=hw396_70,bueno
AUDI - A3,2024,59970,2905,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/b1b642b1-99fd-4551-b804-94cd9d044961?rule=hw396_70,bueno
AUDI - A6,2018,24800,84000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/ba29f343-f81a-4479-9fc0-b1237e976704?rule=hw396_70,bueno
AUDI - A1,2017,16999,149850,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/e5251d5c-d194-4f4b-9158-6bd72ce3fd30?rule=hw396_70,bueno
AUDI - Q3,2022,35890,41180,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/71318d2e-5031-4f53-9832-b4427023bd22?rule=hw396_70,bueno
AUDI - A3,2022,27390,70566,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/e92b33ad-1a16-4573-bdc1-bc8f21177891?rule=hw396_70,bueno
AUDI - A5,2013,40995,86000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/8499de7c-8abb-4e6d-9c0c-ff9858f06ccb?rule=hw396_70,bueno
AUDI - A3,2019,24999,118500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/093d951c-f2fc-4ae9-900a-dff991006969?rule=hw396_70,neutral
AUDI - A6,2015,24999,179500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/b40612d6-b961-40e9-b860-501af9c5b7d8?rule=hw396_70,bueno
AUDI - A4,2023,39690,22000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/c0cb1fe6-66d9-45d2-b48e-216e3e903fbd?rule=hw396_70,bueno
AUDI - A3,2019,26990,75163,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/c9bd9a5f-07f0-4119-b33b-0755ae1ade03?rule=hw396_70,bueno
AUDI - A1,2019,21790,92404,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/c570e1ca-6873-4aa4-87b4-3336d3971cf5?rule=hw396_70,bueno
AUDI - A4,2020,29999,139288,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/5f13d35a-7083-483b-b81e-84ac1ee25d51?rule=hw396_70,bueno
AUDI - A4,2021,31999,129500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/0021a0d7-bdce-4c1c-9d04-1893be0e343d?rule=hw396_70,neutral
AUDI - A4,2020,34490,108000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/e3520cc6-5108-4cb7-8656-0717de4c57c2?rule=hw396_70,neutral
AUDI - A3,2016,13990,195000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/ac3d4a64-d440-485c-9c26-663ce0e1f519?rule=hw396_70,bueno
AUDI - Q3,2019,25500,129549,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/0ee7834a-191d-4a12-873a-af11af730998?rule=hw396_70,bueno
AUDI - Q3,2019,22970,149868,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/abeb5cc1-b56f-478c-be99-37df9bedc5a7?rule=hw396_70,bueno
AUDI - Q3,2022,39900,55043,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/ba94116b-ac21-4967-b62a-adfe57a3611e?rule=hw396_70,bueno
AUDI - A3,2024,33990,5746,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/ac10fde8-b3da-4c7d-8829-be7056bf3db3?rule=hw396_70,bueno
AUDI - Q3,2020,28750,98600,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/eb5e828e-1e83-41ee-ac27-aed24971434e?rule=hw396_70,neutral
AUDI - A4,2023,54990,21000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/7a9b19bd-5594-4835-874d-34b173c5cef6?rule=hw396_70,neutral
AUDI - Q3,2020,25900,121040,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/3c71ca60-eb44-4364-8da1-8d80dd7583dc?rule=hw396_70,bueno
AUDI - A3,2015,18950,151700,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/1c155034-9dfe-46d5-aeea-f083364ac9a3?rule=hw396_70,neutral
AUDI - A6,2017,24990,196000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/d0d52f9c-f27b-4112-b1cd-3da021115e26?rule=hw396_70,bueno
AUDI - A6,2021,30970,107200,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/00903b1d-544a-4121-aa0b-e7e7ba261709?rule=hw396_70,bueno
AUDI - A4,2016,14970,195052,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/77e2f7ca-19ca-43cf-88f8-c0256f57a994?rule=hw396_70,bueno
AUDI - A5,2017,29999,149500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/ff4094a8-3ebc-4fbb-a8ae-37cc475f1f26?rule=hw396_70,malo
AUDI - A5,2020,39999,27500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/0546b713-2baf-4afa-ae4f-dd58640780ec?rule=hw396_70,bueno
AUDI - Q3,2015,19900,92000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/e92f14e9-b0f4-4944-a685-7c9a3074330a?rule=hw396_70,bueno
AUDI - A6,2017,26500,71191,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/d12e0286-0d04-4757-a67e-74fb11f1b74c?rule=hw396_70,bueno
AUDI - A4,2014,16000,156000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/df1a16ac-500c-4301-bc44-81740a6073d1?rule=hw396_70,bueno
AUDI - A4,2004,1800,395369,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/5fc0e675-a512-4d46-86d0-05ef7735aad8?rule=hw396_70,neutral
AUDI - A3,2014,14500,135000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/8c88e1e9-0c0d-4e3e-96c3-dc2fd8c58090?rule=hw396_70,neutral
AUDI - A4,2007,5100,307000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/6db6d6f6-8cfa-4cf8-9741-3ddaee608c51?rule=hw396_70,neutral
AUDI - A5,2019,26900,129500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/e01bebe8-b3d7-4991-8722-ec3fc87cf116?rule=hw396_70,neutral
AUDI - A3,2010,9499,138000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/653ae7ab-fb08-4164-8aef-d26a0671e6ed?rule=hw396_70,neutral
AUDI - A3,2010,9499,138000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/33a8edde-2b70-49e7-876a-ba316914de16?rule=hw396_70,neutral
AUDI - A3,2014,14000,200000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/49bf12d5-b0cc-4277-8787-f3dfbb95dfc5?rule=hw396_70,bueno
AUDI - A3,2002,2500,210000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/db594a32-7fd0-493d-886f-395e88595512?rule=hw396_70,bueno
AUDI - A4,2018,16000,207000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/e0bc07af-dd00-4b42-942c-3a13d4eff9c1?rule=hw396_70,bueno
AUDI - A3,2016,18900,150000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/d06d4d82-fc4a-4f5e-bff7-e746cf28ba27?rule=hw396_70,bueno
AUDI - A5,2015,17999,218000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/9870171a-3e7c-499d-baf3-34fdee5c5459?rule=hw396_70,bueno
AUDI - A3,2017,14800,150000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/d6ddcdfc-e882-4d9b-afe3-050b3dc3a33f?rule=hw396_70,bueno
AUDI - TT,1999,9000,82046,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/1e3b8664-bd2a-4846-b09c-c9351284ac11?rule=hw396_70,neutral
AUDI - A3,2005,3700,255000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/acf8a930-cfba-4bac-a9ee-3e565194975a?rule=hw396_70,bueno
AUDI - A4,2010,8500,182000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/794086e6-8418-48d0-a2ef-d4258091e8bf?rule=hw396_70,bueno
AUDI - A3,2018,18500,133848,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/9e865868-fddc-4096-8f2a-5977aaab7ace?rule=hw396_70,neutral
AUDI - A4,2008,10500,164702,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/38de92f8-7481-4933-ba87-369453579c79?rule=hw396_70,bueno
AUDI - A3,2003,2550,295800,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/33845059-6d21-4c74-bdab-995a0805910a?rule=hw396_70,bueno
AUDI - A4,2007,3000,255000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/9525d5d3-3fe9-4eff-aa4c-aaeeb0d1ad01?rule=hw396_70,bueno
AUDI - TT,2001,3500,220000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/2ab68c94-277a-440f-9d37-eb68ba0bdb10?rule=hw396_70,malo
AUDI - A3,2006,3000,360000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/e498539b-1f07-4947-9564-df2ee325ff35?rule=hw396_70,malo
AUDI - A3,2003,6000,190000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/cc58fbd1-3d58-49f5-886d-4398c8316342?rule=hw396_70,malo
AUDI - A4,2017,23900,88228,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/59288417-7369-4ea7-8387-11c4f6498c04?rule=hw396_70,bueno
AUDI - A3,2006,3800,315000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/b6a1a1f2-686e-4e20-b937-5dbcde47916d?rule=hw396_70,neutral
AUDI - A1,2013,8000,157000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/b83007bf-240a-409e-9260-3a7acc665f3b?rule=hw396_70,bueno
AUDI - A6,2003,1600,362000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/701433c8-1fa9-48c6-bfa5-7ca19e0a69e5?rule=hw396_70,neutral
AUDI - A4,2008,6500,279240,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/138268e0-ffe0-432a-b555-36b71ef3257b?rule=hw396_70,neutral
AUDI - A6,2006,5800,302000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/6afaf482-85fb-4791-af89-eb7c85198bc2?rule=hw396_70,neutral
AUDI - A3,1997,2000,180000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/e0723a84-a83e-4039-a460-2c838bcb5d03?rule=hw396_70,neutral
AUDI - A6,2002,3000,380,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/f7cc3361-4c5e-4f46-963e-d4ba5ab240df?rule=hw396_70,neutral
AUDI - A5,2007,17900,200000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/812aee6c-470c-4f3c-acb4-58ab01e964c7?rule=hw396_70,neutral
AUDI - A4,2003,1600,362000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/497dacf3-5b8a-48df-a53c-80f1af29d368?rule=hw396_70,neutral
AUDI - A6,2007,2500,400000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/f625c11b-8688-4029-b69a-1f9aa7c115c8?rule=hw396_70,bueno
AUDI - A4,2007,9800,232000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/909239d1-a862-4a5a-ac99-8e9bda02911c?rule=hw396_70,neutral
AUDI - A3,2014,13900,94000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/935b4588-f5ef-4b33-acf4-492f8d649d83?rule=hw396_70,bueno
AUDI - A6,2006,9000,251000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/2c20efaf-81cf-43c3-8b66-4dcf3d06d5c5?rule=hw396_70,bueno
AUDI - A3,2010,6999,230000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/48e6ce19-0ce3-46b4-8ee2-8eb551f1687a?rule=hw396_70,neutral
AUDI - A5,2011,10899,176000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/bccf191a-0047-4ec5-bc97-2a5c30b17f5f?rule=hw396_70,neutral
AUDI - A6,2008,6800,331000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/323444be-6f40-48ad-8207-00871a7a1e43?rule=hw396_70,bueno
AUDI - A6,2012,12900,208000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/5dbbaa46-18b8-4b94-920b-791aa5165e72?rule=hw396_70,neutral
AUDI - A4,2002,2860,115000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/33fd31c9-2e1c-4f0c-93a3-ef87f41dfd74?rule=hw396_70,neutral
AUDI - A6,2004,1000,290000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/1b2b04ba-a0c7-472a-b40b-8d7a01740f99?rule=hw396_70,bueno
AUDI - A6,2005,7000,155000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/0ff09962-acd8-4d87-a16b-8b2151f3f8eb?rule=hw396_70,bueno
AUDI - A3,2013,11200,191284,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/cf6876d6-9bc0-4c96-9754-ae12bf894315?rule=hw396_70,neutral
AUDI - A6,2007,4500,265000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/3debbea0-59ab-4097-9494-63d3f10f7ce1?rule=hw396_70,neutral
AUDI - A3,2007,5500,225000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/208dc341-b564-4e18-baa4-3949109af357?rule=hw396_70,bueno
AUDI - A4,2003,60,0,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/72cea13b-41bf-410f-95b3-09634dd8e3a5?rule=hw396_70,neutral
AUDI - A4,2014,17000,129000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/38752cea-f15a-4f9c-aae1-53b8e75f217a?rule=hw396_70,malo
AUDI - A3,2020,22500,72623,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/d7110375-9bed-4ede-a80f-e0a2bf1d9632?rule=hw396_70,neutral
AUDI - A6,2012,12500,200000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/f193c262-fa1b-4b9a-9de6-43204a1189d0?rule=hw396_70,neutral
AUDI - A5,2012,12000,259000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/125c8eb1-a094-4bcd-967e-4b683d5dc342?rule=hw396_70,bueno
AUDI - A4,2008,13000,46300,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/31a04d64-9be8-4573-b363-5e6a17b03f97?rule=hw396_70,neutral
AUDI - A3,2005,2800,275000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/695ec92b-8fb5-4243-8c26-48c87949abda?rule=hw396_70,neutral
AUDI - A3,2009,11800,196000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/379da494-5da4-4c91-814a-325bf39f5a58?rule=hw396_70,bueno
AUDI - A4,2007,3800,180000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/0c86522d-2134-41e4-88fe-89c3c66ec9b4?rule=hw396_70,neutral
AUDI - A3,2014,8700,200000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/089d8f56-4e41-40b5-a905-a4c798ef22ef?rule=hw396_70,bueno
