car_type,year,price,km,photo_url,prediccion
BMW - X2,2024,44990,33000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/4e8e5a8a-eff4-482e-baca-1254cb3774d1?rule=hw396_70,bueno
BMW - X5,2015,25500,220000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/dac96e37-3eba-44f9-b24d-3dfc748b5b6e?rule=hw396_70,neutral
BMW - X5,2008,40,40,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/56184b7e-d580-416b-8521-c258d849e09c?rule=hw396_70,malo
BMW - X5,2006,12900,75000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/803c357c-fac8-438b-bddc-d1dbf70ce3b7?rule=hw396_70,neutral
BMW - X3,2005,4800,340000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/da181111-6cc3-48f9-a93b-788403bccd3d?rule=hw396_70,bueno
BMW - X1,2021,16500,199000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/a897c733-f0af-4893-8b3e-62ffbd864359?rule=hw396_70,malo
BMW - X2,2022,27900,59000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/90e50855-2a9f-4c69-88e0-6dafbe2aa423?rule=hw396_70,bueno
BMW - X2,2021,23200,109000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/9667f14e-9bf6-4f1b-a274-bfbb1af7cf6c?rule=hw396_70,bueno
BMW - X5,2004,6000,202321,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/8fff40c4-09fd-424f-a066-7da2150c1463?rule=hw396_70,malo
BMW - X6,2010,16999,250000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/b1f41386-fd93-40eb-a3a1-62a7198fbe6d?rule=hw396_70,bueno
BMW - X2,2020,20690,120252,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/e9c06e2a-e166-4960-abe5-e548624b6c2f?rule=hw396_70,bueno
BMW - X2,2019,33390,108705,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/6f4df523-00d5-4155-a876-748d93d7b51e?rule=hw396_70,bueno
BMW - X2,2019,18999,138000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/13a9b2ad-d93f-426b-bda3-1c58fc6b83d3?rule=hw396_70,bueno
BMW - Z4,2016,30900,32000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/855e42cc-19a3-49bd-9f50-633837b8a77c?rule=hw396_70,bueno
BMW - X2,2021,26190,59900,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/cd36b2e5-6979-486b-95bb-bb21e589c4ad?rule=hw396_70,bueno
BMW - X2,2019,21490,69990,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/2782290f-cb8d-4e39-95e9-7dd6432a3087?rule=hw396_70,bueno
BMW - Z4,2004,14500,152,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/9757867e-9dfe-4bce-9535-a4d16bb5a5ca?rule=hw396_70,bueno
BMW - X3,2009,40,1600000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/c3742a16-30a5-4049-9b27-ee57bf31c7bb?rule=hw396_70,bueno
BMW - X2,2019,20999,99999,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/18f54d05-6c8f-4e45-a370-668021853782?rule=hw396_70,malo
BMW - X3,2010,16000,175000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/e1d27bb5-4517-468d-a2ad-936ec3f0e87c?rule=hw396_70,bueno
BMW - X2,2020,27485,40874,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/074fa023-0840-4f59-8a92-bf62775a1c7e?rule=hw396_70,neutral
BMW - Z4,2004,12000,150000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/50aae6c8-6784-4fb9-9934-130bcf5a6c99?rule=hw396_70,bueno
BMW - X1,2014,14499,163000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/25f960df-f728-4e8f-9e4f-bce0d6ca6df7?rule=hw396_70,neutral
BMW - X6,2012,18900,289000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/2cad7abb-c32b-4a22-85a6-ec20a7cee705?rule=hw396_70,bueno
BMW - X2,2020,13000,26215,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/3a12ae49-1a5a-4349-9e5a-5d2f5b312070?rule=hw396_70,bueno
BMW - X1,2011,7500,380000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/b559ba23-394f-4aaa-a8b5-0b09084ab2b5?rule=hw396_70,neutral
BMW - X5,2005,5700,322000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/4a71ab19-4b5a-4aec-8649-5f85b2667d50?rule=hw396_70,bueno
BMW - X5,2012,15999,199999,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/fc0557a0-a258-4094-8228-34e4759999b2?rule=hw396_70,malo
BMW - X3,2006,3750,330000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/b925175b-1b70-4cff-a0a2-183a563f3126?rule=hw396_70,bueno
BMW - X6,2009,15900,279500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/45bb2880-3fd9-489d-bfef-1c1058c937d2?rule=hw396_70,bueno
BMW - X3,2009,8995,163000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/8d88e808-d58d-45cf-9ca0-fecfea13266f?rule=hw396_70,bueno
BMW - X5,2016,23500,171500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/a8e197e7-8aa0-41f3-afdd-96e512171fc3?rule=hw396_70,bueno
BMW - X5,2015,39000,148000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/b0d552d3-7470-47c9-ab48-f7f69c4b7d8a?rule=hw396_70,neutral
BMW - X2,2019,24990,74000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/c1e1af76-f789-4ebb-a603-ecd695ebe394?rule=hw396_70,bueno
BMW - X2,2021,18900,83000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/41a9df37-6db6-42ad-b739-9181cb1b5647?rule=hw396_70,bueno
BMW - X1,2011,9400,238000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/c008d681-36f7-45d2-84a4-2a0f28bc8e40?rule=hw396_70,bueno
BMW - X6,2016,46000,140000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/e8b57b85-9394-4c0c-98fe-e0db22f9bb61?rule=hw396_70,malo
BMW - Z4,2005,14490,149000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/01fd33a3-8243-4380-b07b-b18e934a0d96?rule=hw396_70,neutral
BMW - X1,2016,21900,133000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/01151163-89a0-4f38-88da-d0ac01dbcec0?rule=hw396_70,bueno
BMW - X1,2009,11500,124000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/7cb6c3fd-0f3f-4c7e-b65d-be925d0f6533?rule=hw396_70,bueno
BMW - Z4,2014,32999,169,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/e3fa5b40-6fab-437e-83f4-0372d9431d6e?rule=hw396_70,neutral
BMW - X5,2004,5000,389000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/b3dd8deb-0db0-40b2-b85b-9a663413aa92?rule=hw396_70,malo
BMW - X2,2019,20990,155297,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/900789ca-74b7-4c6f-b76d-cb3c34badff9?rule=hw396_70,bueno
BMW - X2,2021,34970,61815,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/739b4636-6b0e-45de-b515-56e5b77c1d2c?rule=hw396_70,bueno
BMW - X2,2022,32900,112000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/ee3e4d25-e567-46df-9fb4-bd0642be29db?rule=hw396_70,bueno
BMW - X2,2021,23499,160000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/2ed80445-d364-437a-a11e-9019bb30eea2?rule=hw396_70,bueno
BMW - X3,2008,7500,300000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/941a2712-839f-47d8-8a3d-0e78e3ce48ad?rule=hw396_70,neutral
BMW - X2,2025,71000,7000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/d3f9020a-3a2f-4f22-9111-27e3b3976a55?rule=hw396_70,neutral
BMW - Z4,2017,25000,118000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/602a35f7-ef59-4990-88eb-a6f0d5ac2da3?rule=hw396_70,bueno
BMW - COMPACT,2004,6000,132000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/a0d4d1d9-0fcd-480c-9e07-cc4be00d360d?rule=hw396_70,bueno
BMW - X6,2020,55000,96000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/72ae2cf7-f0d7-443d-8b40-d9c7e9f557da?rule=hw396_70,bueno
BMW - X2,2019,19990,88000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/15f17a14-889d-4444-bbb4-7b520e341548?rule=hw396_70,bueno
BMW - X2,2021,27490,54721,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/d6934ca6-5cbd-4b00-87d4-fb7cc39a4994?rule=hw396_70,bueno
BMW - X2,2019,16900,210634,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/70eb7fc7-0657-493d-b570-bc021fa143f9?rule=hw396_70,neutral
BMW - X2,2018,25490,149000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/94ef97ec-0cff-4d9f-94f3-b46e21448745?rule=hw396_70,bueno
BMW - X5,2007,18500,155000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/dcd5a7fa-0614-45dd-b569-ee5326b4fad8?rule=hw396_70,bueno
BMW - X3,2006,4999,200000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/e3552339-6c73-4574-8eb7-f18ef880fbfb?rule=hw396_70,neutral
BMW - X5,2015,26500,122000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/6fee66cc-2d63-48e7-864d-255eb9a17ee0?rule=hw396_70,bueno
BMW - X2,2020,23990,74262,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/5cfc3059-66d7-47c6-9b7d-a2ceffcdaaa9?rule=hw396_70,bueno
BMW - X2,2018,25900,84674,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/c338ac1a-7f50-45d4-ac74-7d416393011f?rule=hw396_70,bueno
BMW - Z4,2019,41000,39000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/e4af9c2d-9cf9-483a-91c0-aa47f3c6c5f0?rule=hw396_70,bueno
PORSCHE - CAYENNE,2020,61999,89000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/373cbdea-951e-41ec-8e47-6bfea664938e?rule=hw396_70,neutral
PORSCHE - CAYENNE,2018,47999,154500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/041da3b9-725a-470d-9560-f4284204aa09?rule=hw396_70,neutral
PORSCHE - CAYENNE,2018,47999,154500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/8a035411-43cd-4e6c-98b5-14baa7be38fd?rule=hw396_70,neutral
PORSCHE - TAYCAN,2022,59850,107000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/61a25656-204f-4888-801a-9b1e4d4aa4d8?rule=hw396_70,bueno
PORSCHE - CAYENNE,2004,19990,112115,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/ff6d6be5-a1e7-4cf8-8714-c3c5c1d3b882?rule=hw396_70,bueno
PORSCHE - PANAMERA,2010,40000,79913,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/bae14953-d5f7-4322-a403-95e27ab07169?rule=hw396_70,bueno
PORSCHE - CAYENNE,2020,71900,89900,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/15dc38c9-5646-4ead-b453-d831edc501c3?rule=hw396_70,bueno
PORSCHE - CAYENNE,2022,82999,79500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/dc8554c4-e593-4802-b6f0-e1c8d4ee8f1e?rule=hw396_70,bueno
PORSCHE - MACAN,2022,74999,14500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/133e1dd4-aedc-42d5-912a-da3a29c1cb47?rule=hw396_70,neutral
PORSCHE - MACAN,2021,102900,40000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/b9689997-7f49-4205-9279-0bfd88a65021?rule=hw396_70,neutral
PORSCHE - 911,2020,129990,22976,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/08d575e9-0320-4d8a-8320-4e378ee8ae92?rule=hw396_70,neutral
PORSCHE - CAYENNE,2023,89970,66783,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/be110d18-075e-4f13-a0fe-1c11ebb3aa81?rule=hw396_70,bueno
PORSCHE - BOXSTER,2004,19495,183000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/b3a63b8c-386e-4ba0-96bd-1a9478d0086c?rule=hw396_70,bueno
PORSCHE - CAYENNE,2019,67999,64000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/102f66bc-cec9-42fb-9393-a611e7477a38?rule=hw396_70,bueno
PORSCHE - CAYENNE,2022,97450,15000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/fe992c6e-6c41-44b7-a350-8a2cd1e353db?rule=hw396_70,neutral
PORSCHE - 911,2024,164900,3000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/fb6cc243-d064-47a9-9d98-7057a605e04f?rule=hw396_70,neutral
PORSCHE - CAYENNE,2016,49900,108000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/061a96d8-968c-45aa-9690-e1ed297fecf0?rule=hw396_70,bueno
PORSCHE - CAYENNE,2018,59000,151000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/137d7273-81c6-4b99-b97b-1143966403c4?rule=hw396_70,bueno
PORSCHE - PANAMERA,2018,64970,153140,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/cfd6ced3-2c53-4d09-81aa-84727cf39ae1?rule=hw396_70,bueno
PORSCHE - PANAMERA,2018,74999,96500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/6b104f55-bbc7-48ec-9de7-a29eeac27783?rule=hw396_70,neutral
PORSCHE - 911,2024,219990,7700,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/32afab26-aab7-4d00-a6ed-665b70d98222?rule=hw396_70,neutral
PORSCHE - 911,2025,240000,50,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/36e4c0bb-02ae-4e1c-b0c0-793b1a8a7f65?rule=hw396_70,neutral
PORSCHE - 911,2016,77350,185000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/7eefd583-8051-44a1-98a2-822c450ba5e0?rule=hw396_70,malo
PORSCHE - MACAN,2015,32999,212500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/b424f7df-5e18-4205-979e-b4532291d7b8?rule=hw396_70,neutral
PORSCHE - CAYENNE,2015,46999,124500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/e1394e4e-45a6-4345-aa16-8f6f78b0c5f2?rule=hw396_70,neutral
PORSCHE - 911,2007,88990,68002,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/2ac8db79-57c5-456d-90b2-006565eaa4d9?rule=hw396_70,bueno
PORSCHE - 911,1992,142970,93700,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/538d04d1-ecbc-465e-aeed-15fb21aff35a?rule=hw396_70,neutral
PORSCHE - MACAN,2020,56890,108800,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/acdbf8ea-d170-4bab-8e67-28e4907b1c4b?rule=hw396_70,bueno
PORSCHE - CAYENNE,2016,31999,264500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/eae4e385-12e4-445c-bd8f-811cff601dbd?rule=hw396_70,bueno
PORSCHE - 911,2019,129990,44204,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/9e5afed7-3951-4993-9adb-79a89f614f23?rule=hw396_70,neutral
PORSCHE - 911,2018,225700,25000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/216ecc95-23a2-4bb8-9203-fd8da92e4d0b?rule=hw396_70,neutral
PORSCHE - PANAMERA,2013,36990,124000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/a0f45c9b-1b16-4ae5-b061-a62933ba150e?rule=hw396_70,bueno
PORSCHE - CAYENNE,2017,44999,134500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/4d047ee3-82aa-4c10-9ed9-23eae79768b8?rule=hw396_70,neutral
PORSCHE - PANAMERA,2018,84990,86857,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/3e1fc554-9fcd-4894-8db5-776966a29992?rule=hw396_70,bueno
PORSCHE - PANAMERA,2013,32995,177000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/a9d0904e-e95f-4b21-b8f6-c6d0c9f4f93d?rule=hw396_70,bueno
PORSCHE - 911,2012,82995,119000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/f66b6fcc-005c-45fe-9b3c-09c12960e824?rule=hw396_70,bueno
PORSCHE - PANAMERA,2012,33900,292000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/4a79e2f4-19d2-4f67-b5b3-0b2aaf1aa3cc?rule=hw396_70,neutral
PORSCHE - 911,2014,99900,73765,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/03cd30c4-9d0e-4ac8-b0b1-b090eedecd66?rule=hw396_70,neutral
PORSCHE - 911,2008,76900,92000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/b54170e9-1e55-4e84-9e91-cd35da5a35f7?rule=hw396_70,neutral
PORSCHE - 911,2022,184900,13500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/64b4f406-d37e-44d3-9104-0428387064f4?rule=hw396_70,neutral
PORSCHE - PANAMERA,2014,29990,299000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/72b9c631-0640-4b96-b159-896fcc7c2063?rule=hw396_70,bueno
PORSCHE - PANAMERA,2010,39900,79000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/d0718172-2aa0-483c-96ee-0bf7c83280da?rule=hw396_70,neutral
PORSCHE - 911,2007,67999,124500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/538a7980-3f3a-4546-9f14-2a22cb14f9e9?rule=hw396_70,bueno
PORSCHE - PANAMERA,2012,24990,121800,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/256a7cb9-20ad-4f90-99e5-f2e0f9bd1726?rule=hw396_70,bueno
PORSCHE - BOXSTER,2000,13500,98000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/40b59298-9863-41a7-b86c-15410b58a658?rule=hw396_70,neutral
PORSCHE - CAYENNE,2009,17500,175000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/f1680e99-4314-483b-8498-535ca1e99a23?rule=hw396_70,neutral
PORSCHE - BOXSTER,2002,14999,3,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/999db3b7-e5c7-4542-8956-102539744543?rule=hw396_70,bueno
PORSCHE - PANAMERA,2010,39900,150000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/ef1796f5-c67d-4672-93d1-02d920a0b3d0?rule=hw396_70,bueno
PORSCHE - CAYENNE,2014,22000,270000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/b56dbee8-86c6-4750-b99d-ab175f9e1de7?rule=hw396_70,bueno
PORSCHE - PANAMERA,2017,68900,81000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/752f961f-094d-4a79-9d15-ee36cd5a830a?rule=hw396_70,neutral
PORSCHE - TAYCAN,2023,106900,14140,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/0fd9cc64-0adc-406b-b224-0d9ea89d58ef?rule=hw396_70,bueno
PORSCHE - TAYCAN,2021,60990,99151,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/f44eaab0-ada2-43ac-9cbf-c2f98e79163f?rule=hw396_70,bueno
PORSCHE - PANAMERA,2012,27000,200000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/7600317d-7df3-452f-b161-eaafef10758d?rule=hw396_70,malo
PORSCHE - MACAN,2017,44500,90000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/58b9f101-0d5b-4a4a-a739-a5ba7b5f542b?rule=hw396_70,bueno
PORSCHE - PANAMERA,2012,45000,159441,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/4c3f5e4c-6911-4d33-9925-ec16036898b9?rule=hw396_70,bueno
PORSCHE - PANAMERA,2015,25999,299999,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/b9908627-78ee-46eb-a98a-5a657665d1a5?rule=hw396_70,malo
PORSCHE - CAYENNE,2005,8500,282000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/3483ebda-e220-439f-a851-2ba37fd4cefa?rule=hw396_70,neutral
PORSCHE - BOXSTER,2003,18000,146000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/5da2525b-9f9d-4e0c-824c-072371433e7c?rule=hw396_70,neutral
PORSCHE - 911,2004,71990,69000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/470c4613-96a1-4bd4-a5b6-4cbf02d3dc52?rule=hw396_70,neutral
PORSCHE - CAYENNE,2013,19500,270000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/6b0b932e-640c-4543-b25f-c66d7d9b5b00?rule=hw396_70,bueno
PORSCHE - PANAMERA,2014,33990,189000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/0fd7e192-0873-4a68-a41d-6f987be9e2c0?rule=hw396_70,neutral
PORSCHE - CAYENNE,2016,38995,148500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/319352f0-a8de-46d4-9bcb-a4ac69a37cfb?rule=hw396_70,neutral
PORSCHE - 911,1982,69000,150000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/df2d7dc8-98dd-4e92-ba69-070cbefedc7c?rule=hw396_70,bueno
PORSCHE - TAYCAN,2022,81900,15800,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/d38c20c2-06ea-4e4d-af0e-2724c1aa5c36?rule=hw396_70,malo
PORSCHE - 911,2022,175992,21900,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/67d8226e-cb09-4c3c-b6e1-aeefeaac93de?rule=hw396_70,neutral
PORSCHE - MACAN,2018,38500,165000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/42b5af37-c2a9-486e-96ba-458565208f4a?rule=hw396_70,malo
PORSCHE - CAYENNE,2013,20999,270,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/d1ba022a-f5ab-4533-b8c4-4f239d744a99?rule=hw396_70,bueno
PORSCHE - BOXSTER,2013,46000,84000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/62e01bca-c4ba-4c75-8e7e-190fb3d854e0?rule=hw396_70,bueno
PORSCHE - PANAMERA,2011,32999,95000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/d9e012f0-a7a5-4399-96b2-c99e14f02438?rule=hw396_70,neutral
PORSCHE - PANAMERA,2014,43000,145000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/ca236695-0823-490d-9433-2e95a31d2d1f?rule=hw396_70,neutral
PORSCHE - CAYENNE,2008,19900,125000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/578b14d9-c6e9-4100-82f4-cdb18c6cb0bd?rule=hw396_70,neutral
PORSCHE - TAYCAN,2021,68900,57740,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/f78abc26-a1b7-4fbe-a0df-92f10cf9abc2?rule=hw396_70,bueno
PORSCHE - TAYCAN,2020,67990,17100,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/4c43eaa7-478e-4dbd-a561-cc8dda23e6f5?rule=hw396_70,neutral
PORSCHE - CAYENNE,2004,6500,300000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/6f6ce091-3f90-4c04-9146-1fbdfa50152e?rule=hw396_70,neutral
PORSCHE - BOXSTER,1997,14500,163400,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/d07ff15e-c4fc-4227-8b84-1b4d9e91cf02?rule=hw396_70,malo
PORSCHE - PANAMERA,2010,33000,165000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/98f775f5-2eec-4e36-b3f8-75b50f13115f?rule=hw396_70,neutral
PORSCHE - 911,1972,25000,1000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/98187ec0-ab35-4588-b46b-9aad9dd7f24f?rule=hw396_70,neutral
PORSCHE - TAYCAN,2021,62500,93000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/4f2e2296-e9b3-480c-8627-413c9610a21f?rule=hw396_70,bueno
PORSCHE - CAYENNE,2016,49990,149000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/9824e71a-5431-4bf4-aceb-f59a8346d907?rule=hw396_70,neutral
PORSCHE - MACAN,2015,44500,92500,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/0006fc29-eca5-428f-ad69-7a6dca1023ca?rule=hw396_70,neutral
PORSCHE - PANAMERA,2016,52750,85000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/a13617ca-00ed-4ace-bdc5-2911f6390d21?rule=hw396_70,bueno
PORSCHE - 911,2017,99991,77000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/a71ada63-c69e-4ab7-9653-e4f9afcddf20?rule=hw396_70,bueno
PORSCHE - PANAMERA,2010,27999,230000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/c30cb792-bffa-4982-9c08-de4df127ff57?rule=hw396_70,neutral
PORSCHE - 911,2002,41995,191000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/38be2cda-125e-490d-9dfc-e8cc3aa392f2?rule=hw396_70,neutral
PORSCHE - TAYCAN,2021,65900,39000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/f7881926-6b20-44a8-a041-fb08638c2956?rule=hw396_70,malo
PORSCHE - MACAN,2014,32500,258000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/819d7d54-146b-4d01-8dee-f63ff97ee077?rule=hw396_70,bueno
PORSCHE - 911,2002,58900,73000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/12f0684b-bcb5-42b8-b848-907af6f5919e?rule=hw396_70,bueno
PORSCHE - MACAN,2017,41970,150000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/1c14d616-50a9-4b31-a3a5-5cf70e217f09?rule=hw396_70,bueno
PORSCHE - PANAMERA,2011,34500,163000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/a1cf6cad-5523-429e-af13-18768f3414c5?rule=hw396_70,bueno
PORSCHE - TAYCAN,2022,119999,30000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/f86d72bc-107c-425a-9db4-318a3c21f33c?rule=hw396_70,neutral
PORSCHE - TAYCAN,2021,66995,78000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/7e2068a4-02ba-4484-9dcd-460c9a045545?rule=hw396_70,bueno
PORSCHE - PANAMERA,2012,29000,250000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/ac358547-5365-499e-9ac7-0ceff57c0911?rule=hw396_70,bueno
PORSCHE - MACAN,2017,41990,134175,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/811e4a09-fb1a-41ec-a6ee-1769fc57e135?rule=hw396_70,bueno
PORSCHE - MACAN,2015,36990,113000,https://images.milanuncios.com/api/v1/ma-ad-media-pro/images/ff045602-8233-43d2-b6e2-e4ec0a917468?rule=hw396_70,neutral
