car_type,year,price,km,prediccion,color
BMW - SERIE 2,2020.0,38790.0,24673.0,neutral,blue
BMW - SERIE 3,2019.0,19690.0,76991.0,neutral,grey
AUDI - A4,2017.0,20690.0,114265.0,neutral,black
BMW - X3,2020.0,35990.0,65919.0,neutral,white
BMW - SERIE 3,2017.0,19290.0,110557.0,neutral,black
AUDI - Q3,2019.0,27990.0,40093.0,neutral,grey
BMW - X1,2016.0,20990.0,83622.0,neutral,black
BMW - X6,2022.0,72790.0,25240.0,neutral,black
BMW - SERIE 5,2018.0,25490.0,159165.0,neutral,tan
BMW - SERIE 1,2017.0,19990.0,120000.0,neutral,white
AUDI - Q3,2019.0,26490.0,51000.0,neutral,grey
AUDI - Q2,2018.0,24990.0,120000.0,neutral,grey
BMW - SERIE 2,2023.0,25490.0,52664.0,neutral,tan
BMW - SERIE 2,2018.0,14390.0,148000.0,neutral,white
BMW - X2,2018.0,24490.0,64000.0,neutral,pink
AUDI - A7,2016.0,24790.0,180000.0,neutral,blue
AUDI - Q2,2020.0,23990.0,42995.0,neutral,blue
AUDI - A5,2018.0,25490.0,110695.0,neutral,black
BMW - SERIE 5,2018.0,28490.0,112800.0,neutral,grey
AUDI - A5,2017.0,57990.0,78951.0,neutral,grey
BMW - SERIE 1,2021.0,24790.0,98000.0,neutral,grey
BMW - X5,2018.0,35990.0,105000.0,neutral,tan
BMW - X1,2020.0,26790.0,91548.0,neutral,red
AUDI - Q2,2020.0,22990.0,66384.0,neutral,blue
AUDI - Q5,2020.0,30990.0,74000.0,neutral,blue
AUDI - A3,2020.0,20490.0,70764.0,neutral,black
AUDI - A3,2018.0,18990.0,120000.0,neutral,black
AUDI - A6,2020.0,30490.0,108525.0,neutral,red
BMW - X2,2019.0,25290.0,123000.0,neutral,tan
BMW - SERIE 1,2020.0,22990.0,53000.0,neutral,black
AUDI - Q3,2021.0,33980.0,62324.0,neutral,red
AUDI - A3,2019.0,22990.0,119506.0,neutral,tan
BMW - SERIE 1,2019.0,18990.0,98200.0,neutral,tan
BMW - SERIE 2,2021.0,27490.0,84701.0,neutral,blue
BMW - X2,2021.0,26490.0,91493.0,neutral,blue
BMW - X1,2023.0,34390.0,49369.0,neutral,black
BMW - SERIE 2,2020.0,24790.0,98190.0,neutral,blue
AUDI - A6,2016.0,21970.0,113817.0,neutral,white
BMW - X1,2020.0,24790.0,88866.0,neutral,grey
BMW - SERIE 1,2020.0,21790.0,62276.0,neutral,white
BMW - X1,2016.0,22790.0,80779.0,neutral,red
BMW - X4,2020.0,33990.0,125937.0,neutral,grey
BMW - X1,2018.0,18790.0,126642.0,neutral,black
BMW - X3,2019.0,26990.0,83000.0,neutral,blue
BMW - X1,2018.0,19990.0,107290.0,neutral,tan
AUDI - Q2,2023.0,26590.0,75139.0,neutral,tan
BMW - SERIE 1,2022.0,19990.0,92000.0,neutral,blue
BMW - SERIE 1,2021.0,21490.0,42857.0,neutral,black
AUDI - A5,2018.0,31490.0,65457.0,neutral,grey
BMW - SERIE 1,2021.0,21290.0,82184.0,neutral,black
AUDI - A1,2019.0,21490.0,70932.0,neutral,grey
AUDI - A3,2021.0,24490.0,53753.0,neutral,black
BMW - SERIE 1,2021.0,20790.0,80295.0,neutral,blue
AUDI - A3,2023.0,29490.0,76688.0,neutral,grey
AUDI - A3,2023.0,29990.0,74953.0,neutral,grey
BMW - SERIE 1,2021.0,23590.0,59000.0,neutral,blue
AUDI - Q5,2019.0,30990.0,46300.0,neutral,white
BMW - I3,2020.0,16590.0,54830.0,neutral,blue
BMW - SERIE 1,2021.0,19990.0,46589.0,neutral,black
BMW - SERIE 2,2018.0,16490.0,88700.0,neutral,blue
AUDI - Q3,2020.0,34490.0,139421.0,neutral,blue
AUDI - A3,2023.0,30490.0,39500.0,neutral,beige
AUDI - A1,2021.0,20790.0,118312.0,neutral,grey
AUDI - A5,2017.0,32990.0,60242.0,neutral,beige
BMW - SERIE 4,2015.0,20490.0,122802.0,neutral,blue
BMW - SERIE 1,2020.0,22690.0,65116.0,neutral,blue
AUDI - Q3,2017.0,23690.0,52525.0,neutral,grey
BMW - X2,2018.0,27990.0,81088.0,neutral,grey
BMW - X5,2015.0,24390.0,170526.0,neutral,blue
AUDI - Q3,2021.0,27990.0,72640.0,neutral,red
AUDI - A4,2020.0,24990.0,105000.0,neutral,blue
AUDI - Q3,2017.0,24390.0,82614.0,neutral,blue
AUDI - Q5,2018.0,25990.0,108440.0,neutral,red
BMW - SERIE 1,2016.0,17490.0,24986.0,neutral,red
AUDI - A3,2018.0,19690.0,118000.0,neutral,blue
AUDI - A3,2018.0,17990.0,136787.0,neutral,red
AUDI - A4,2021.0,28490.0,112500.0,neutral,black
AUDI - Q3,2020.0,34490.0,77915.0,neutral,grey
BMW - SERIE 1,2017.0,15490.0,104000.0,neutral,blue
AUDI - Q7,2020.0,55990.0,89835.0,neutral,brown
BMW - X1,2020.0,23590.0,61100.0,neutral,black
BMW - X2,2021.0,25690.0,79990.0,neutral,grey
AUDI - A1,2022.0,20790.0,82143.0,neutral,grey
AUDI - Q2,2019.0,19090.0,79204.0,neutral,tan
AUDI - A1,2023.0,20890.0,74657.0,neutral,blue
AUDI - Q5,2016.0,21690.0,120000.0,neutral,blue
BMW - SERIE 4,2015.0,20990.0,156500.0,neutral,blue
AUDI - Q3,2020.0,29490.0,104560.0,neutral,black
AUDI - A1,2021.0,18990.0,81595.0,neutral,blue
BMW - SERIE 2,2020.0,23490.0,82720.0,neutral,black
AUDI - A1,2016.0,15490.0,119990.0,neutral,grey
BMW - SERIE 3,2017.0,19590.0,70594.0,neutral,grey
BMW - SERIE 1,2019.0,23790.0,67645.0,neutral,tan
BMW - X1,2023.0,35990.0,57342.0,neutral,black
BMW - SERIE 1,2020.0,26390.0,30000.0,neutral,blue
AUDI - A3,2019.0,19990.0,92923.0,neutral,grey
AUDI - A3,2020.0,25490.0,52434.0,neutral,grey
BMW - X1,2023.0,36490.0,25976.0,neutral,blue
AUDI - Q2,2022.0,27790.0,104034.0,neutral,tan
BMW - X5,2019.0,46790.0,114108.0,neutral,black
AUDI - A6,2017.0,22990.0,127172.0,neutral,grey
BMW - X1,2021.0,26790.0,52550.0,neutral,tan
BMW - SERIE 3,2015.0,16690.0,128711.0,neutral,grey
AUDI - Q2,2021.0,23490.0,97563.0,neutral,black
BMW - X1,2019.0,23990.0,82628.0,neutral,black
BMW - SERIE 1,2021.0,34590.0,80000.0,neutral,black
AUDI - A3,2016.0,16990.0,80415.0,neutral,black
BMW - SERIE 1,2020.0,18990.0,107200.0,neutral,tan
BMW - SERIE 1,2019.0,24690.0,83000.0,neutral,white
AUDI - Q3,2021.0,31790.0,104000.0,neutral,blue
BMW - SERIE 2,2024.0,38790.0,17851.0,neutral,black
BMW - SERIE 1,2021.0,21490.0,70990.0,neutral,blue
BMW - SERIE 1,2022.0,19790.0,72500.0,neutral,beige
BMW - SERIE 1,2023.0,23690.0,55200.0,neutral,white
BMW - X1,2020.0,22490.0,108000.0,neutral,tan
BMW - SERIE 1,2020.0,20490.0,79721.0,neutral,black
BMW - SERIE 1,2020.0,27290.0,115132.0,neutral,white
BMW - SERIE 1,2021.0,20250.0,80921.0,neutral,white
BMW - SERIE 1,2020.0,17990.0,98356.0,neutral,blue
AUDI - Q3,2018.0,19990.0,123851.0,neutral,tan
BMW - X2,2018.0,23390.0,88746.0,neutral,tan
AUDI - Q2,2019.0,20990.0,43752.0,neutral,black
BMW - SERIE 3,2017.0,22590.0,104700.0,neutral,black
BMW - SERIE 1,2024.0,27990.0,6028.0,neutral,blue
BMW - X1,2024.0,43990.0,13318.0,neutral,blue
AUDI - A3,2020.0,24490.0,106994.0,neutral,black
BMW - SERIE 1,2021.0,19290.0,123359.0,neutral,blue
BMW - SERIE 2,2016.0,15690.0,69583.0,neutral,blue
BMW - SERIE 1,2022.0,25990.0,52429.0,neutral,grey
AUDI - A5,2017.0,26890.0,106693.0,neutral,silver
AUDI - A7,2021.0,48990.0,103661.0,neutral,white
AUDI - A3,2021.0,24990.0,105699.0,neutral,grey
BMW - SERIE 4,2022.0,41990.0,57884.0,neutral,white
AUDI - A4,2020.0,26490.0,54476.0,neutral,blue
BMW - SERIE 1,2019.0,19490.0,110946.0,neutral,black
BMW - SERIE 1,2020.0,20390.0,63182.0,neutral,silver
AUDI - A1,2024.0,26790.0,19000.0,neutral,white
BMW - SERIE 1,2018.0,20490.0,102666.0,neutral,blue
BMW - SERIE 3,2020.0,33990.0,71000.0,neutral,blue
AUDI - A5,2018.0,36790.0,81000.0,neutral,blue
BMW - X1,2019.0,25760.0,86000.0,neutral,white
BMW - SERIE 6,2021.0,42990.0,93000.0,neutral,white
BMW - X2,2019.0,19590.0,149080.0,neutral,grey
BMW - X2,2021.0,27890.0,54230.0,neutral,red
BMW - SERIE 2,2015.0,13390.0,117023.0,neutral,black
BMW - X5,2015.0,31890.0,149849.0,neutral,black
BMW - X4,2021.0,44990.0,63406.0,neutral,blue
AUDI - Q3,2021.0,34990.0,43000.0,neutral,blue
AUDI - A3,2014.0,16490.0,131000.0,neutral,tan
AUDI - A1,2017.0,15990.0,118861.0,neutral,blue
BMW - SERIE 1,2022.0,19990.0,82667.0,neutral,black
BMW - SERIE 1,2022.0,20990.0,72781.0,neutral,blue
BMW - SERIE 2,2022.0,30990.0,68282.0,neutral,blue
BMW - SERIE 1,2022.0,26790.0,38216.0,neutral,tan
BMW - SERIE 2,2018.0,45990.0,94621.0,neutral,tan
BMW - X5,2018.0,45290.0,85755.0,neutral,white
BMW - SERIE 5,2019.0,25490.0,125349.0,neutral,grey
AUDI - Q3,2020.0,28690.0,124935.0,neutral,tan
AUDI - A3,2022.0,26490.0,50500.0,neutral,grey
BMW - X3,2020.0,30490.0,117122.0,neutral,blue
BMW - SERIE 2,2022.0,22490.0,95900.0,neutral,blue
AUDI - Q7,2015.0,29490.0,164331.0,neutral,white
BMW - SERIE 2,2017.0,18390.0,73491.0,neutral,tan
BMW - SERIE 1,2020.0,23990.0,90000.0,neutral,white
AUDI - A1,2020.0,20990.0,58542.0,neutral,grey
AUDI - A3,2015.0,16390.0,115640.0,neutral,tan
AUDI - A1,2022.0,17990.0,125320.0,malo,blue
BMW - SERIE 1,2021.0,20990.0,74650.0,neutral,tan
BMW - SERIE 3,2019.0,28990.0,97757.0,neutral,red
BMW - SERIE 2,2023.0,24990.0,80000.0,malo,red
AUDI - A5,2018.0,35890.0,58700.0,neutral,blue
BMW - SERIE 2,2015.0,16480.0,94848.0,neutral,red
BMW - SERIE 1,2022.0,19490.0,68425.0,neutral,blue
BMW - SERIE 1,2022.0,19490.0,75596.0,neutral,black
BMW - SERIE 1,2021.0,19490.0,78082.0,neutral,blue
BMW - SERIE 1,2022.0,19490.0,69852.0,neutral,black
BMW - SERIE 1,2022.0,19490.0,77063.0,neutral,grey
BMW - SERIE 1,2021.0,19490.0,80720.0,neutral,tan
BMW - SERIE 1,2022.0,19490.0,70215.0,neutral,tan
BMW - SERIE 1,2022.0,19490.0,74515.0,neutral,silver
BMW - SERIE 1,2022.0,19490.0,89500.0,neutral,grey
BMW - SERIE 1,2021.0,19490.0,82373.0,neutral,red
BMW - SERIE 1,2022.0,19490.0,73694.0,neutral,grey
BMW - SERIE 1,2021.0,19490.0,69744.0,neutral,black
BMW - SERIE 1,2022.0,19490.0,84262.0,neutral,tan
BMW - SERIE 1,2021.0,19490.0,78000.0,neutral,tan
BMW - SERIE 1,2021.0,19490.0,80896.0,neutral,blue
AUDI - Q5,2021.0,33490.0,121587.0,neutral,blue
BMW - SERIE 4,2017.0,24490.0,116762.0,neutral,blue
AUDI - Q2,2020.0,19990.0,99912.0,neutral,black
AUDI - Q5,2020.0,33480.0,161655.0,neutral,grey
AUDI - A4,2022.0,28190.0,55409.0,neutral,black
AUDI - A3,2019.0,23490.0,79291.0,neutral,blue
BMW - SERIE 1,2023.0,22590.0,49000.0,neutral,black
BMW - SERIE 4,2024.0,46990.0,25018.0,neutral,silver
BMW - X3,2019.0,33790.0,78700.0,neutral,red
BMW - X6,2015.0,36990.0,112135.0,neutral,white
BMW - SERIE 1,2022.0,25890.0,63098.0,neutral,tan
BMW - SERIE 1,2021.0,18990.0,128693.0,neutral,blue
AUDI - Q3,2016.0,16490.0,186619.0,neutral,tan
BMW - SERIE 4,2019.0,24490.0,97557.0,neutral,blue
BMW - X1,2017.0,17490.0,144108.0,neutral,black
TESLA - MODEL 3,2022,32990.0,67405.0,bueno,silver
TESLA - MODEL S,2019,46500.0,37500.0,bueno,blue
TESLA - MODEL X,2018,37490.0,140261.0,bueno,orange
TESLA - MODEL Y,2023,36900.0,33000.0,bueno,blue
TESLA - MODEL Y,2023,44990.0,29000.0,bueno,grey
TESLA - MODEL Y,2023,35900.0,77000.0,bueno,white
TESLA - MODEL Y,2023,35000.0,34000.0,malo,white
TESLA - MODEL Y,2023,41590.0,31200.0,bueno,blue
TESLA - MODEL Y,2023,36990.0,35138.0,bueno,beige
TESLA - MODEL Y,2023,42500.0,15900.0,bueno,grey
TESLA - MODEL Y,2023,38900.0,45000.0,bueno,green
TESLA - MODEL Y,2024,38900.0,69890.0,bueno,brown
TESLA - MODEL Y,2021,34990.0,88000.0,malo,white
TESLA - MODEL Y,2021,34990.0,88452.0,malo,white
TESLA - MODEL Y,2024,36000.0,47000.0,bueno,white
TESLA - MODEL Y,2024,38900.0,15400.0,bueno,blue
TESLA - MODEL Y,2023,30990.0,55000.0,bueno,white
TESLA - MODEL Y,2024,53900.0,59000.0,bueno,tan
TESLA - MODEL Y,2023,44700.0,7100.0,bueno,tan
TESLA - MODEL Y,2022,34890.0,88000.0,bueno,red
TESLA - MODEL Y,2022,37890.0,38000.0,bueno,grey
TESLA - MODEL Y,2023,38990.0,39000.0,malo,tan
TESLA - MODEL Y,2023,37490.0,20396.0,bueno,silver
TESLA - MODEL Y,2023,36900.0,24000.0,bueno,white
TESLA - MODEL Y,2023,46900.0,21400.0,bueno,white
TESLA - MODEL Y,2024,38995.0,14000.0,neutral,grey
TESLA - MODEL Y,2023,30999.0,49000.0,bueno,beige
TESLA - MODEL Y,2021,31990.0,87000.0,malo,white
TESLA - MODEL Y,2023,43000.0,31000.0,neutral,blue
TESLA - MODEL Y,2023,37000.0,30627.0,malo,blue
TESLA - MODEL Y,2023,32950.0,24447.0,bueno,beige
TESLA - MODEL Y,2022,35990.0,67000.0,bueno,green
TESLA - MODEL Y,2021,34900.0,56000.0,bueno,tan
TESLA - MODEL Y,2023,29900.0,48475.0,malo,white
TESLA - MODEL Y,2023,44990.0,16600.0,malo,white
TESLA - MODEL Y,2023,34900.0,84413.0,bueno,black
TESLA - MODEL Y,2022,34500.0,66000.0,bueno,green
TESLA - MODEL Y,2021,37850.0,8500.0,bueno,white
TESLA - MODEL Y,2023,34990.0,36242.0,bueno,blue
TESLA - MODEL 3,2020,29800.0,175000.0,bueno,blue
TESLA - MODEL 3,2019,29990.0,103000.0,bueno,white
TESLA - MODEL 3,2021,24900.0,250000.0,malo,beige
TESLA - MODEL 3,2019,25000.0,112000.0,neutral,black
TESLA - MODEL S,2017,19000.0,245000.0,bueno,blue
TESLA - MODEL 3,2020,24990.0,149500.0,malo,beige
TESLA - MODEL S,2017,29600.0,220002.0,neutral,black
TESLA - MODEL 3,2019,18999.0,132000.0,neutral,tan
TESLA - MODEL 3,2024,54990.0,6613.0,neutral,blue
TESLA - MODEL 3,2022,29890.0,39398.0,bueno,red
TESLA - MODEL 3,2019,19750.0,137000.0,neutral,green
TESLA - MODEL 3,2024,35990.0,16185.0,bueno,silver
TESLA - MODEL 3,2019,21990.0,120000.0,bueno,blue
TESLA - MODEL 3,2023,35890.0,55852.0,neutral,blue
TESLA - MODEL 3,2019,23990.0,167000.0,malo,brown
TESLA - MODEL 3,2020,24990.0,45063.0,bueno,blue
TESLA - MODEL 3,2021,36990.0,80000.0,bueno,grey
TESLA - MODEL 3,2019,24490.0,90000.0,malo,tan
TESLA - MODEL 3,2019,24990.0,171000.0,malo,tan
TESLA - MODEL 3,2020,21999.0,136596.0,bueno,brown
TESLA - MODEL 3,2022,34900.0,44580.0,malo,white
TESLA - MODEL 3,2019,23990.0,164000.0,malo,black
TESLA - MODEL 3,2019,24300.0,138000.0,bueno,black
TESLA - MODEL 3,2020,22999.0,83000.0,bueno,beige
TESLA - MODEL 3,2019,23500.0,125000.0,malo,black
TESLA - MODEL 3,2020,27900.0,14000.0,bueno,white
TESLA - MODEL 3,2020,26000.0,120000.0,bueno,blue
TESLA - MODEL 3,2019,21100.0,84000.0,malo,white
TESLA - MODEL 3,2020,20500.0,199123.0,bueno,blue
TESLA - MODEL 3,2020,26999.0,99800.0,bueno,black
TESLA - MODEL 3,eléctrico,8000.0,2024.0,bueno,white
TESLA - MODEL 3,2023,32900.0,96000.0,bueno,blue
TESLA - MODEL 3,2022,29890.0,39398.0,bueno,red
TESLA - MODEL 3,2019,19750.0,137000.0,neutral,green
TESLA - MODEL 3,2019,24900.0,75000.0,bueno,white
TESLA - MODEL 3,2024,35990.0,16185.0,bueno,silver
TESLA - MODEL 3,2019,21990.0,120000.0,bueno,blue
TESLA - MODEL 3,2023,35890.0,55852.0,neutral,blue
TESLA - MODEL X,2020,69900.0,66000.0,bueno,silver
TESLA - MODEL 3,2019,23990.0,167000.0,malo,brown
TESLA - MODEL 3,2020,24990.0,45063.0,bueno,blue
TESLA - MODEL 3,2021,36990.0,80000.0,bueno,grey
TESLA - MODEL 3,2019,24490.0,90000.0,malo,tan
TESLA - MODEL 3,2019,24990.0,171000.0,malo,tan
TESLA - MODEL 3,2020,21999.0,136596.0,bueno,brown
TESLA - MODEL 3,2024,37990.0,27708.0,bueno,tan
TESLA - MODEL S,2018,36900.0,95000.0,malo,blue
TESLA - MODEL 3,2022,34900.0,44580.0,malo,white
TESLA - MODEL 3,2019,23990.0,164000.0,malo,black
TESLA - MODEL 3,2019,24300.0,138000.0,bueno,black
TESLA - MODEL 3,2020,22999.0,83000.0,bueno,beige
TESLA - MODEL 3,2022,28490.0,45782.0,bueno,blue
TESLA - MODEL 3,2020,26990.0,92596.0,bueno,silver
TESLA - MODEL 3,2019,25000.0,155000.0,bueno,black
TESLA - MODEL 3,2020,22890.0,99000.0,neutral,white
TESLA - MODEL 3,2019,27000.0,72000.0,malo,yellow
TESLA - MODEL 3,2019,21890.0,129900.0,bueno,blue
TESLA - MODEL 3,2022,35000.0,43000.0,bueno,tan
TESLA - MODEL 3,2021,27500.0,109000.0,malo,silver
TESLA - MODEL 3,2020,24850.0,116000.0,bueno,grey
TESLA - MODEL 3,2025,40000.0,800.0,neutral,grey
TESLA - MODEL 3,2019,28500.0,100100.0,bueno,red
TESLA - MODEL 3,2022,37000.0,28000.0,neutral,gold
TESLA - MODEL 3,2019,19500.0,162000.0,malo,blue
TESLA - MODEL 3,2025,25970.0,10.0,malo,red
TESLA - MODEL 3,2020,24850.0,116000.0,bueno,grey
TESLA - MODEL 3,2021,28990.0,60000.0,bueno,beige
TESLA - MODEL S,2018,25900.0,169500.0,neutral,grey
TESLA - MODEL 3,2023,39900.0,50000.0,bueno,grey
TESLA - MODEL 3,2020,24000.0,79000.0,neutral,blue
TESLA - MODEL 3,2019,22900.0,117000.0,neutral,blue
TESLA - MODEL 3,2019,22100.0,98215.0,bueno,black
TESLA - MODEL 3,2020,19700.0,70000.0,bueno,white
TESLA - MODEL 3,2019,29900.0,55500.0,malo,blue
TESLA - MODEL 3,2020,27500.0,23000.0,bueno,green
TESLA - MODEL 3,2019,25990.0,103487.0,bueno,blue
TESLA - MODEL 3,2023,34799.0,56430.0,bueno,blue
TESLA - MODEL 3,2020,25990.0,79605.0,bueno,red
TESLA - MODEL 3,2023,31000.0,49000.0,malo,white
TESLA - MODEL 3,2019,17499.0,215000.0,bueno,brown
TESLA - MODEL 3,2019,23199.0,145300.0,neutral,grey
TESLA - MODEL 3,2020,20500.0,125000.0,malo,grey
TESLA - MODEL 3,2019,17499.0,215000.0,bueno,brown
TESLA - MODEL 3,2023,34500.0,49000.0,neutral,blue
TESLA - MODEL 3,2020,23000.0,163000.0,bueno,green
TESLA - MODEL 3,2023,29000.0,95000.0,neutral,green
TESLA - MODEL 3,2019,24980.0,172000.0,malo,white
TESLA - MODEL Y,2023,34900.0,84413.0,bueno,black
TESLA - MODEL Y,2023,34900.0,84413.0,bueno,black
TESLA - MODEL 3,2021,34900.0,39000.0,bueno,blue
TESLA - MODEL 3,2020,24990.0,172000.0,malo,blue
TESLA - MODEL 3,2021,23850.0,95000.0,bueno,white
TESLA - MODEL 3,2019,24900.0,87000.0,bueno,blue
TESLA - MODEL 3,2020,21500.0,138475.0,bueno,grey
TESLA - MODEL 3,2021,23850.0,95000.0,bueno,white
TESLA - MODEL Y,2023,34900.0,24900.0,malo,blue
TESLA - MODEL 3,2024,41900.0,7300.0,bueno,black
TESLA - MODEL 3,2020,31490.0,68167.0,bueno,pink
TESLA - MODEL 3,2020,24990.0,93000.0,bueno,white
TESLA - MODEL 3,2020,19900.0,143000.0,malo,grey
TESLA - MODEL 3,2019,27990.0,85000.0,bueno,blue
TESLA - MODEL 3,2020,31490.0,68167.0,bueno,pink
TESLA - MODEL 3,2020,24900.0,152910.0,bueno,tan
TESLA - MODEL 3,2019,27500.0,90000.0,bueno,white
TESLA - MODEL 3,2020,19900.0,143000.0,malo,grey
TESLA - MODEL 3,2023,34799.0,53455.0,bueno,red
TESLA - MODEL 3,2023,38420.0,40239.0,bueno,tan
TESLA - MODEL 3,2021,27900.0,49000.0,neutral,blue
TESLA - MODEL 3,2019,29475.0,45000.0,bueno,red
TESLA - MODEL 3,2019,24900.0,87000.0,bueno,blue
TESLA - MODEL 3,2021,28950.0,83950.0,bueno,beige
TESLA - MODEL 3,2023,28000.0,28700.0,bueno,white
TESLA - MODEL 3,2022,29950.0,32245.0,bueno,black
TESLA - MODEL 3,2024,54990.0,6613.0,neutral,blue
TESLA - MODEL 3,2023,30800.0,20471.0,malo,white
TESLA - MODEL 3,2020,20490.0,149000.0,bueno,blue
TESLA - MODEL 3,2022,29200.0,61000.0,neutral,beige
TESLA - MODEL 3,2023,37990.0,41500.0,malo,blue
TESLA - MODEL Y,2024,45000.0,5000.0,bueno,grey
TESLA - MODEL 3,2019,20990.0,129700.0,bueno,beige
TESLA - MODEL 3,2025,40000.0,1000.0,bueno,grey
TESLA - MODEL 3,2021,24995.0,66000.0,malo,pink
TESLA - MODEL 3,2022,31990.0,29000.0,malo,green
TESLA - MODEL 3,2019,18500.0,172806.0,malo,tan
TESLA - MODEL Y,2022,42800.0,36329.0,bueno,beige
TESLA - MODEL 3,2024,40490.0,68000.0,bueno,grey
TESLA - MODEL 3,2024,41490.0,19000.0,bueno,blue
TESLA - MODEL 3,2019,24999.0,65250.0,neutral,white
TESLA - MODEL 3,2021,33800.0,70000.0,malo,blue
TESLA - MODEL S,2023,67990.0,76904.0,bueno,blue
TESLA - MODEL 3,2020,28000.0,95000.0,neutral,white
TESLA - MODEL Y,2022,42800.0,36329.0,bueno,beige
TESLA - MODEL 3,2022,26450.0,65000.0,bueno,blue
TESLA - MODEL 3,2019,21990.0,170390.0,bueno,black
TESLA - MODEL 3,2023,35990.0,57546.0,bueno,silver
TESLA - MODEL 3,2023,38420.0,40239.0,bueno,tan
TESLA - MODEL 3,2022,26450.0,65000.0,bueno,blue
TESLA - MODEL 3,2023,31990.0,75110.0,bueno,silver
TESLA - MODEL 3,2022,29950.0,77549.0,neutral,blue
TESLA - MODEL 3,2020,27330.0,106021.0,bueno,white
TESLA - MODEL Y,2023,35900.0,42000.0,malo,white
TESLA - MODEL 3,2023,34500.0,25136.0,malo,beige
TESLA - MODEL 3,2021,32650.0,67000.0,malo,blue
TESLA - MODEL 3,2019,21600.0,136620.0,bueno,green
TESLA - MODEL 3,2021,32400.0,57231.0,neutral,tan
TESLA - MODEL 3,2021,27950.0,112000.0,bueno,tan
TESLA - MODEL 3,2019,25900.0,114000.0,bueno,blue
TESLA - MODEL 3,2019,23990.0,97000.0,bueno,black
TESLA - MODEL 3,2023,32500.0,25500.0,bueno,blue
TESLA - MODEL 3,2020,27500.0,0.0,malo,blue
TESLA - MODEL 3,2019,21400.0,154000.0,bueno,blue
TESLA - MODEL 3,2021,25900.0,71781.0,bueno,brown
TESLA - MODEL 3,2019,24990.0,123000.0,neutral,brown
TESLA - MODEL 3,2024,33000.0,29000.0,neutral,beige
TESLA - MODEL 3,2021,25900.0,71781.0,bueno,brown
TESLA - MODEL 3,2019,23950.0,187000.0,malo,green
TESLA - MODEL X,2024,94999.0,18000.0,bueno,silver
TESLA - MODEL X,2023,84900.0,29000.0,malo,grey
TESLA - MODEL S,2017,27500.0,120000.0,malo,blue
TESLA - MODEL Y,2023,33000.0,69000.0,malo,white
TESLA - MODEL S,2017,27500.0,120000.0,malo,blue
TESLA - MODEL S,2024,82000.0,3540.0,bueno,beige
TESLA - MODEL S,2019,36900.0,44000.0,bueno,red
TESLA - MODEL S,2017,22450.0,121900.0,neutral,white
TESLA - MODEL S,2023,69700.0,42000.0,bueno,tan
TESLA - MODEL S,2017,22000.0,237000.0,malo,blue
TESLA - MODEL X,2019,42000.0,120000.0,bueno,red
TESLA - MODEL 3,2019,18950.0,175363.0,malo,blue
TESLA - MODEL 3,2019,19990.0,129000.0,bueno,white
TESLA - MODEL 3,2019,28790.0,84961.0,bueno,grey
TESLA - MODEL Y,2023,39990.0,17259.0,bueno,blue
TESLA - MODEL 3,2020,21000.0,115800.0,bueno,blue
TESLA - MODEL S,2023,69000.0,60000.0,malo,green
TESLA - MODEL Y,2023,39990.0,17259.0,bueno,blue
TESLA - MODEL S,2017,17000.0,360000.0,malo,blue
TESLA - MODEL Y,2023,39990.0,17259.0,bueno,blue
TESLA - MODEL 3,2020,27500.0,21932.0,bueno,black
TESLA - MODEL 3,2020,21900.0,114000.0,malo,black
TESLA - MODEL S,2017,29500.0,220000.0,neutral,black
TESLA - MODEL X,2019,34999.0,95000.0,bueno,blue
TESLA - MODEL S,2019,28990.0,117000.0,bueno,blue
TESLA - MODEL S,2018,27990.0,108000.0,malo,blue
TESLA - MODEL X,2019,35999.0,158030.0,bueno,red
TESLA - MODEL S,2017,22000.0,245000.0,malo,grey
TESLA - MODEL S,2019,46500.0,37500.0,bueno,blue
TESLA - MODEL X,2019,39899.0,120000.0,malo,blue
TESLA - MODEL S,2019,28990.0,117000.0,malo,blue
TESLA - MODEL X,2017,39990.0,149000.0,malo,purple
TESLA - MODEL X,2017,35000.0,74000.0,neutral,grey
TESLA - MODEL S,2018,23900.0,159000.0,bueno,white
TESLA - MODEL 3,2020,20490.0,109000.0,bueno,white
TESLA - MODEL X,2019,42000.0,188000.0,bueno,blue
TESLA - MODEL X,2017,32950.0,96000.0,bueno,blue
TESLA - MODEL S,2017,25995.0,70000.0,bueno,grey
TESLA - MODEL 3,2019,22500.0,160000.0,bueno,blue
TESLA - MODEL S,2017,29999.0,225000.0,bueno,black
TESLA - MODEL S,2018,36450.0,155000.0,bueno,red
TESLA - MODEL 3,2024,49500.0,9520.0,bueno,orange
TESLA - MODEL S,2017,24995.0,114000.0,bueno,black
TESLA - MODEL S,2014,23250.0,120459.0,neutral,tan
TESLA - MODEL X,2020,51990.0,101000.0,bueno,pink
TESLA - MODEL S,2020,46990.0,94000.0,neutral,blue
TESLA - MODEL X,2020,43200.0,65201.0,bueno,silver
TESLA - MODEL S,2017,22900.0,275000.0,bueno,blue
TESLA - MODEL S,2019,44990.0,78000.0,bueno,white
TESLA - MODEL S,2018,36450.0,155000.0,bueno,red
TESLA - MODEL 3,2024,49500.0,9520.0,bueno,orange
TESLA - MODEL S,2014,23250.0,120459.0,neutral,tan
